source,target
assurance,बीमा
quit,छोड़ना
Stephen,स्टीफन
proceedings,कार्यवाही
respecting,सम्मान
exempt,मुक्त करें
injury,चोट
left,बाएं
reverence,श्रद्धा
End,समाप्त
medical,मेडिकल
funeral,अंतिम संस्कार
restore,बहाल
seas,सागरों
month,महीना
colony,कालोनी
hours,घंटे
objection,आपत्ति
nay,अस्वीकार
cares,चिन्ताओं
travelled,कूच
change,परिवर्तन
heures,हेयर्स
clothing,कपड़े
Castle,कैसल
knights,शूरवीरों
m,म
pretend,नाटक
emotions,भावनाएँ
Ohio,ओहियो
preparation,तैयारी
iv,चतुर्थ
wept,रोने लगा
educated,शिक्षित
jest,हंसी
n'avait,n'avit
vital,महत्वपूर्ण
deserve,लायक
colonel,कर्नल
Englishman,अंग्रेज़
id,ईद
warned,आगाह
dangers,खतरों
conquered,विजय प्राप्त की
cunning,चालाक
rises,उगना
Que,कुए
Billy,बील्ली
trembled,कांप
Shakespeare,शेक्सपियर
tragedy,शोकपूर्ण घटना
weeping,रोना
zoo,चिड़ियाघर
amusement,मनोरंजन
formal,औपचारिक
childhood,बचपन
Home,घर
Several,कई
pink,गुलाबी
avant,अवत
desk,डेस्क
Providence,मितव्ययिती
impatient,बेताब
saddle,सैडल
cultivated,खेती
quoted,उद्धृत
hunger,भूख
pouvait,पौवाइट
calculate,calculate
solution,उपाय
internal,अंदर का
restless,बेचैन होना
volumes,संस्करणों
eu,यूरोपीय संघ
owned,स्वामित्व
letting,दे
wife's,पत्नी की
parish,पल्ली
income,आय
attained,प्राप्त
Inc,इंक
merchants,व्यापारियों
dine,भोजन
distinguish,अंतर करना
lasted,चली
criticism,आलोचना
dispute,विवाद
visits,दौरा
inevitable,अपरिहार्य
incomplete,अधूरा
Anna,अन्ना
earthly,सांसारिक
leagues,लीग
mot,चुटकुला
nest,घोंसला
expecting,उम्मीद
depart,रवाना होना
breathing,साँस लेने का
struggling,संघर्ष
culture,संस्कृति
romance,रोमांस
can,कर सकते हैं
eye,आंख
person,व्यक्ति
Fig,अंजीर
includes,शामिल
scorn,घिन आना
artillery,तोपें
formidable,दुर्जेय
sharply,तेज़ी से
persuade,राज़ी करना
date,दिनांक
metal,धातु
Eh,एह
streams,धाराओं
wont,अभ्यस्त
bloody,रक्तरंजित
Despite,के बावजूद
Countess,काउंटेस
wrong,गलत
dir,डिर
commanding,कमांडिंग
dramatic,नाटकीय
nyt,nyt
history,इतिहास
Dan,सज्जन
petite,खूबसूरत
abide,रहना
immer,इम्मेर
Massachusetts,मैसाचुसेट्स
promoting,को बढ़ावा
leaf,लीफ
disappointment,निराशा
dwelling,आवास
hospital,अस्पताल
writings,लेखन
ceux,Ceux
proceeding,कार्यवाही
Jones,जोन्स
blew,विस्फोट से उड़ा दिया
stuck,अटक गया
shout,चिल्लाओ
paint,रंग
dried,सूखा
ample,प्रचुर
Shak,शक
admire,प्रशंसा
ruins,खंडहर
visitor,आगंतुक
employees,कर्मचारियों
alarmed,चिंतित
justly,उचित रूप में
obviously,जाहिर है
Ruth,दया
judged,न्याय
translation,अनुवाद
cave,गुफा
OTHER,अन्य
plot,भूखंड
representative,प्रतिनिधि
department,विभाग
easier,आसान
Atlantic,अटलांटिक
Special,विशेष
strictly,सख्ती से
sets,सेट
America,अमेरिका
acknowledge,पावती
lion,सिंह
IV,चतुर्थ
maybe,शायद
also,भी
joka,जोका
fille,छानना
varied,विभिन्न
like,पसंद
Au,औ
heavenly,स्वर्गीय
JOHN,जॉन
siege,घेराबंदी
strict,कठोर
seul,वसूल करना
renewed,नए सिरे से
wing,विंग
Maurice,मौरिस
speak,बोले
brother's,भाई बंधु
came,आया
professional,पेशेवर
s'il,s'il
steam,भाप
Ye,तु
grandfather,दादा
stately,आलीशान
Betty,बेट्टी
lessons,पाठ
habe,हाबी
bestowed,कोताही
saving,सहेजा जा रहा है
mail,मेल
closing,समापन
warriors,योद्धा की
Zeit,ज़ीट
promptly,तत्काल
remainder,शेष
mille,सहस्र
AT,पर
dann,दान
heap,ढेर
trick,छल
Executive,कार्यपालक
mist,धुंध
prominent,प्रसिद्ध
Instead,बजाय
representation,प्रतिनिधित्व
'No,'नहीं
candle,मोमबत्ती
promises,वादे
understand,समझना
glimpse,झलक
farewell,बिदाई
obscure,अस्पष्ट
powder,पाउडर
